Dre,Curso,Nome,Gênero,Data de Nascimento,Altura,Peso,CRA,Créditos Obtidos,Renda
5048376099864768,engenharia naval,Nicholas,feminino,02/02/2001,1.99,97,1.81,20,42272.12
5048376749100506,engenharia naval,Melly,feminino,09/06/1999,1.89,108,1.47,7,32743.75
5048379281228479,engenharia civil,Sibyl,feminino,17/07/1997,1.72,61,4.92,10,10196.56
5108756377007353,engenharia de petróleo,Rog,feminino,03/10/1997,1.62,45,2.41,24,20275.35
5048377101171663,engenharia naval,Diego,masculino,14/08/1996,1.82,96,3.19,31,33534.91
5108757122550564,engenharia naval,Burton,feminino,29/11/1995,1.97,54,2.93,31,20378.1
5048378585695383,engenharia civil,Benetta,feminino,04/06/1996,1.97,86,2.06,22,10137.08
5048371046651590,engenharia de petróleo,Jasmina,feminino,21/04/2000,1.94,88,4.92,16,40782.7
5048374208276149,engenharia mecânica,Gwenni,feminino,25/07/1995,1.52,109,6.67,15,32558.56
5048370946750700,engenharia de produção,Amaleta,feminino,09/11/1998,1.58,116,1.88,2,37351.78
5048370420734881,engenharia mecânica,Ruperta,masculino,06/01/2001,1.95,68,7.53,27,15411.78
5048373581980905,engenharia civil,Brittan,masculino,26/12/1998,1.69,63,0.87,2,41549.43
5048377573537979,engenharia de petróleo,Morlee,feminino,01/04/1999,1.65,88,7.66,17,5282.6
5048379200841790,engenharia de produção,Maure,masculino,24/04/1995,1.52,92,4.41,3,38649.33
5048377620068812,engenharia mecânica,Alberto,feminino,21/04/2002,1.63,65,1.4,16,36899.2
5048377762603350,engenharia de petróleo,Rikki,feminino,29/03/1998,1.78,75,7.45,1,19473.07
5048377728043188,engenharia naval,Myron,feminino,13/12/1999,2.05,106,4.89,22,23594.81
5048372810282216,engenharia de produção,Pablo,feminino,26/08/2001,1.54,117,0.7,8,4708.07
5048379242959402,engenharia civil,Gavrielle,feminino,24/04/1996,1.53,92,5.28,20,27043.91
5048377373229736,engenharia de petróleo,Fleming,feminino,22/02/2001,2.04,109,0.85,4,33305.0
5108754558190031,engenharia mecânica,Morissa,feminino,14/10/2000,1.74,111,6.0,22,13498.78
5108753597772551,engenharia civil,Erik,feminino,11/09/1996,2.09,113,1.28,14,40381.26
5108755235237376,engenharia mecânica,Nadya,feminino,10/09/2001,1.98,50,5.66,17,14218.62
5048376609444879,engenharia de petróleo,Madella,feminino,24/11/1997,1.59,96,4.55,16,31662.4
5108750960566990,engenharia civil,Bernadette,feminino,07/03/2000,2.02,83,6.12,1,40288.52
5048372306919123,engenharia de produção,Byrom,feminino,09/08/1998,2.0,120,0.98,22,31004.12
5048373100936321,engenharia de petróleo,Laurella,masculino,14/05/1997,1.83,106,2.45,3,21872.96
5048376602728187,engenharia civil,Dell,feminino,09/12/2002,1.94,98,2.63,3,33477.67
5048379756324589,engenharia naval,Mechelle,feminino,06/03/2000,1.59,45,5.46,18,34144.81
5108754618151700,engenharia civil,Waiter,feminino,28/04/1997,1.89,78,9.0,2,18999.0
5108759443226361,engenharia naval,Vida,masculino,30/12/1996,1.61,120,0.83,16,28304.88
5048379558903770,engenharia de produção,Ade,feminino,14/07/1995,1.62,69,4.14,9,5038.14
5048377243060824,engenharia de petróleo,Pia,masculino,18/06/1996,1.91,98,0.54,28,8612.07
5048373174618524,engenharia civil,Novelia,masculino,27/03/1997,1.72,61,2.44,1,4961.8
5048378620548076,engenharia de petróleo,Edvard,masculino,12/12/1999,1.58,111,9.89,23,23194.26
5048370549025021,engenharia mecânica,Sallyanne,feminino,27/11/1995,1.97,45,0.95,0,35519.83
5048376437151092,engenharia mecânica,Murvyn,masculino,14/06/1998,1.94,106,0.31,18,38361.65
5108750608493334,engenharia civil,Teodor,feminino,09/03/2002,1.56,75,3.39,27,10529.51
5048378387100327,engenharia de produção,Oswald,feminino,16/01/2000,1.58,85,3.8,8,6762.25
5108753065623369,engenharia naval,Ashlee,masculino,20/02/2000,1.93,78,1.78,31,7734.12
5108756854998173,engenharia de produção,Jessey,feminino,07/07/1995,1.55,84,4.15,21,42674.89
5108752297835668,engenharia mecânica,Roseanna,masculino,04/07/2001,1.57,60,9.73,31,38492.13
5048373077772386,engenharia naval,Shanie,masculino,08/02/2002,1.78,49,5.31,26,20089.34
5108759179152849,engenharia de petróleo,Ethelyn,feminino,11/08/1995,1.98,63,5.13,15,23596.14
5108757481651144,engenharia civil,Derick,masculino,31/01/2000,1.9,83,9.14,19,37530.4
5048372114322429,engenharia mecânica,Imelda,feminino,05/10/2002,1.72,119,8.81,3,13480.42
5108759226438845,engenharia de produção,Malachi,feminino,22/04/1997,2.08,78,4.15,3,25842.9
5108753914968783,engenharia de petróleo,Hobard,masculino,03/06/2001,2.06,97,6.82,26,24004.13
5108753326730474,engenharia naval,Artemis,masculino,16/03/1996,1.6,84,2.16,32,21960.53
5048373693419669,engenharia civil,Kira,masculino,20/08/1998,1.58,93,9.76,9,15460.26
5108759743139447,engenharia de petróleo,Hope,masculino,15/01/1998,1.58,78,6.98,5,28566.85
5048376258321790,engenharia civil,Dannel,masculino,07/04/2000,1.64,51,8.86,32,40200.11
5048371628072660,engenharia civil,Pail,masculino,22/05/1999,1.69,48,1.96,32,9425.15
5108757844663695,engenharia naval,Jethro,masculino,16/11/2000,1.73,104,6.57,7,8369.32
5108759149538002,engenharia de produção,Brent,feminino,25/06/1995,1.83,70,8.96,19,29244.91
5108751594516849,engenharia naval,Effie,masculino,25/08/1999,1.54,69,8.14,27,3743.57
5108753127056335,engenharia de produção,Jesus,masculino,27/06/1997,1.76,51,6.81,11,7936.37
5048372100865340,engenharia civil,Tedd,masculino,22/07/1997,1.89,102,1.87,10,9108.34
5048378341857269,engenharia mecânica,Ive,masculino,02/12/2000,1.75,94,5.73,13,23741.06
5048371753233186,engenharia de petróleo,Olimpia,feminino,17/05/2000,1.8,98,9.3,0,29984.56
5108758914835890,engenharia naval,Ulrick,masculino,06/10/2000,1.78,109,4.05,0,2792.5
5048370349024661,engenharia de produção,Freddy,masculino,25/10/2000,1.55,90,6.7,29,16376.23
5108750550250351,engenharia de produção,Warde,masculino,25/04/2002,1.61,113,1.82,24,6978.27
5048375237386577,engenharia mecânica,Henryetta,masculino,10/07/1999,1.74,117,2.29,23,9913.13
5048376640744022,engenharia de petróleo,Donnie,feminino,21/07/1996,2.0,116,3.34,17,35016.25
5048372499144794,engenharia naval,Calley,masculino,16/04/1995,1.73,49,9.32,16,23994.17
5108750935647735,engenharia de petróleo,Matty,feminino,17/10/1995,1.94,109,5.03,28,7616.14
5108759329922356,engenharia naval,August,feminino,05/06/1995,1.68,62,9.4,29,37094.29
5108755473292323,engenharia de produção,Ranice,masculino,25/08/2000,1.98,47,7.58,12,44204.28
5048372544146992,engenharia de produção,Jamaal,feminino,02/08/2000,1.5,108,3.16,3,20222.37
5108756247676411,engenharia de produção,Sharona,feminino,14/11/1998,2.01,46,0.23,24,5174.25
5048377157250205,engenharia de produção,Ingunna,masculino,21/06/1995,1.68,107,2.05,22,16019.35
5108758512897433,engenharia de petróleo,Paddy,masculino,13/07/1999,1.52,80,1.71,23,15376.46
5048372564741623,engenharia de petróleo,Marlo,feminino,23/12/2001,1.64,63,1.52,20,14468.69
5108752189370832,engenharia de petróleo,Franciskus,feminino,20/07/1995,1.8,46,4.23,25,5279.26
5108757074358800,engenharia naval,Oliy,masculino,01/11/2000,1.79,68,0.92,16,16878.32
5048376830658115,engenharia civil,Mae,masculino,11/11/1996,1.53,111,9.98,6,7654.82
5048375026181627,engenharia civil,Teodor,feminino,10/05/1999,1.82,46,1.12,3,25264.01
5048378800840319,engenharia de petróleo,Timmi,masculino,07/09/1997,1.53,111,1.0,21,39368.63
5108753021362300,engenharia de produção,Shelden,masculino,06/01/2001,1.65,111,0.47,8,16141.44
5108751442117212,engenharia de petróleo,Yuri,feminino,17/06/1998,1.71,67,5.3,1,1875.28
5048375669279605,engenharia de petróleo,Vic,feminino,12/09/2000,1.96,63,4.26,10,31501.51
5108754928753898,engenharia civil,Hedwig,masculino,16/10/1999,1.64,66,3.0,13,7520.88
5108750738063627,engenharia de petróleo,Esme,masculino,14/10/1999,1.77,84,5.51,20,32964.53
5108759246262498,engenharia mecânica,Woody,feminino,11/10/2002,1.77,76,2.87,23,43014.85
5048372622148118,engenharia naval,Merla,feminino,15/09/1995,2.02,88,7.81,16,4756.7
5048376087287709,engenharia mecânica,Park,feminino,16/11/1998,1.58,55,6.41,6,12504.59
5048377852948038,engenharia civil,Clerissa,masculino,26/10/1999,1.68,102,1.6,20,33301.16
5048373887303802,engenharia naval,Elysha,feminino,02/04/1999,1.88,96,4.87,24,10115.05
5048373285133066,engenharia naval,Bale,feminino,13/03/2002,1.64,62,8.98,0,1076.26
5108750849858683,engenharia de petróleo,Peirce,feminino,18/08/2002,1.58,76,1.98,16,21130.63
5048372573847700,engenharia naval,Robinet,feminino,12/04/1998,1.57,83,8.27,4,1561.76
5108757674362566,engenharia de petróleo,Jojo,feminino,15/03/1996,1.86,117,6.98,14,39745.24
5108758938181412,engenharia civil,Cynthia,masculino,29/01/1998,1.64,46,0.0,10,12453.99
5048377815088922,engenharia de produção,Waverly,masculino,29/10/1997,1.79,97,2.32,24,25544.84
5048375081702531,engenharia naval,Sidonia,masculino,09/08/2001,1.92,58,0.82,12,19808.01
5048377056999100,engenharia naval,Giralda,feminino,01/10/1996,2.0,81,1.86,11,27268.56
5108751560513820,engenharia civil,Thurston,feminino,31/03/2000,1.95,47,9.86,23,13264.66
5108754254902788,engenharia de produção,Rafael,masculino,16/09/1997,1.6,75,1.63,4,43307.62
5048377305753050,engenharia naval,Ximenez,masculino,23/04/1997,1.57,116,1.35,28,18235.49
5048374532086073,engenharia mecânica,Ryley,masculino,09/05/2001,1.78,118,8.5,28,33142.4
5048377491057290,engenharia civil,Aloysius,masculino,04/02/1998,1.78,46,9.15,14,36485.21
5108755769048967,engenharia naval,Delcina,masculino,29/08/1997,2.05,46,6.13,3,22612.16
5048374945612077,engenharia civil,Jerrie,feminino,20/12/1996,1.89,84,1.94,7,35652.96
5108750531072668,engenharia civil,Sadie,masculino,28/03/1999,2.1,78,1.54,1,34943.29
5108751738148277,engenharia de produção,Hershel,masculino,23/04/2000,1.72,70,8.52,26,4048.19
5048372966673580,engenharia de produção,Clint,masculino,17/11/2002,1.93,65,4.8,24,3037.19
5048373871969717,engenharia de produção,Rodney,feminino,12/01/2000,1.95,68,1.05,16,40154.58
5108752479625929,engenharia de petróleo,Suzy,masculino,13/12/1996,1.57,108,2.49,29,7327.35
5108757761676753,engenharia de petróleo,Orville,masculino,24/06/1997,2.06,92,4.33,9,25017.04
5108757988847773,engenharia naval,Pietrek,masculino,05/12/2000,1.84,78,3.28,17,18460.57
5108752362341055,engenharia naval,Wenonah,masculino,04/11/2000,1.63,96,9.74,5,5971.85
5108750081176372,engenharia mecânica,Sacha,feminino,07/11/1997,1.92,93,6.29,23,11475.44
5048376888682835,engenharia naval,Noby,feminino,25/08/2000,1.73,93,8.89,8,33863.36
5048372708067000,engenharia de produção,Elita,masculino,11/01/1997,1.72,67,6.83,4,23930.15
5048379950629916,engenharia de petróleo,Dorothea,feminino,10/07/1995,1.58,81,2.67,32,7116.31
5048372190588604,engenharia mecânica,Ricardo,feminino,25/01/1995,1.53,50,6.55,27,7475.82
5048377184318231,engenharia civil,Jelene,feminino,04/10/1996,1.74,83,7.24,22,1988.26
5048376692378364,engenharia naval,Philbert,masculino,21/02/2002,1.84,101,8.59,18,26549.59
5048376480481529,engenharia mecânica,Elsey,masculino,23/04/1995,1.88,113,5.66,26,1572.68
5108759322692295,engenharia mecânica,Muffin,masculino,01/12/1998,1.87,50,5.81,18,23602.9
5108754550437158,engenharia de petróleo,Oliver,masculino,12/08/1995,1.5,92,4.92,14,15264.02
5108751670851011,engenharia de petróleo,Caro,feminino,04/05/2000,1.73,83,9.27,1,3706.15
5108759495306459,engenharia naval,Michel,masculino,31/08/1995,1.87,84,1.58,3,8047.72
5048374988297539,engenharia de produção,Rafi,masculino,22/02/1999,2.02,72,4.74,7,5705.8
5048379819690067,engenharia naval,Clemmy,feminino,24/04/2000,1.66,64,3.24,6,13791.35
5048371786102440,engenharia de produção,Mic,feminino,22/04/1997,1.51,71,4.38,5,44656.2
5108751279531980,engenharia de petróleo,Teodoor,feminino,27/07/1998,1.77,45,3.72,25,29639.42
5108752040531713,engenharia naval,Addie,masculino,25/09/1998,2.0,83,7.19,11,4041.52
5048378213839627,engenharia civil,Renie,feminino,22/07/1998,1.98,106,8.93,9,34146.39
5108750083317750,engenharia de produção,Nora,masculino,26/08/2002,2.02,56,9.23,5,23141.7
5108751774186330,engenharia de produção,Bel,feminino,18/03/2001,1.58,106,1.43,23,10888.63
5048371863172449,engenharia naval,Letty,masculino,14/05/1995,1.94,100,0.22,15,29216.86
5108755282860948,engenharia de petróleo,Vivianne,feminino,01/02/1996,1.5,52,6.72,20,20053.24
5108750805162781,engenharia naval,Simona,feminino,08/12/1996,1.64,109,4.98,32,12208.56
5048375625099295,engenharia de petróleo,Henrik,masculino,29/03/1995,2.05,56,2.02,11,4467.76
5108751908147653,engenharia mecânica,Aaren,feminino,12/04/2001,1.52,64,4.78,3,20188.97
5048375032091026,engenharia de produção,Ado,feminino,21/04/1999,1.7,97,6.16,18,32541.82
5048375090859405,engenharia mecânica,Delainey,masculino,03/06/1996,2.09,112,9.42,9,30756.72
5048377197284883,engenharia naval,Craggie,masculino,16/08/1995,1.86,74,3.76,18,39427.29
5048373507055725,engenharia naval,Ahmad,feminino,28/05/1998,1.56,109,1.82,32,25257.17
5108754708536471,engenharia civil,Kermie,feminino,31/05/1996,1.81,57,2.54,9,26420.58
5048375444816143,engenharia naval,Suzanna,feminino,09/12/2001,1.79,49,5.36,4,4385.98
5108756936707733,engenharia mecânica,Carlina,feminino,04/12/1996,1.92,89,8.29,10,27440.05
5108755730944963,engenharia civil,Farlay,feminino,04/12/2001,2.03,90,9.56,19,2033.79
5108758374406851,engenharia naval,Ardelis,masculino,04/01/1997,2.07,81,8.59,21,22400.92
5108752492969379,engenharia naval,L;urette,feminino,28/06/2000,1.59,59,7.27,5,21824.12
5048370737934802,engenharia mecânica,Jo-anne,feminino,02/05/1999,1.85,50,1.56,12,14509.78
5108751505144095,engenharia mecânica,Roderic,feminino,15/07/2001,1.99,73,6.97,3,9727.09
5108753412995007,engenharia mecânica,Minnie,masculino,13/05/2001,1.56,109,3.86,22,44662.44
5108757978785132,engenharia mecânica,Sancho,feminino,16/12/1997,1.77,91,7.24,16,17078.17
5108758055641685,engenharia de petróleo,Bren,masculino,26/02/1995,1.5,96,2.62,5,984.65
5108756355625457,engenharia mecânica,Ignatius,feminino,08/04/1998,1.51,65,7.07,14,22975.7
5108759871121969,engenharia naval,Dorris,feminino,09/01/2001,1.88,50,4.81,14,42154.38
5108759436989710,engenharia mecânica,Sharyl,feminino,23/09/1998,1.92,107,3.59,20,44373.45
5048372189423987,engenharia civil,Arvie,masculino,01/07/2001,1.55,52,2.51,25,23053.1
5108756750893767,engenharia de petróleo,Sly,masculino,14/06/1999,1.65,103,9.22,8,35025.73
5048374432398313,engenharia de produção,Gibby,feminino,21/04/1999,1.7,61,0.81,25,20994.13
5108756119395306,engenharia de produção,Gretta,masculino,18/08/1999,1.72,48,7.59,5,16500.3
5048372846749568,engenharia mecânica,Norene,masculino,01/11/1996,2.07,94,5.26,9,27201.03
5048373825771227,engenharia civil,Jacquetta,masculino,02/10/1998,1.79,94,0.1,19,34611.56
5108750268812450,engenharia mecânica,Clarissa,masculino,22/01/1998,1.61,105,8.84,4,1984.65
5108757351355396,engenharia naval,Jennette,masculino,23/10/1996,1.93,60,2.23,4,2035.85
5048376448042629,engenharia de produção,Goldi,masculino,26/11/1997,1.89,49,9.83,20,1563.14
5048378796112418,engenharia mecânica,Thomasine,feminino,24/10/2002,1.54,118,0.12,24,19554.1
5108756784996099,engenharia civil,Gregoire,feminino,02/06/1998,1.7,74,3.97,32,30139.21
5108751219020490,engenharia mecânica,Suzann,feminino,07/04/1997,2.03,117,6.39,8,23364.72
5108755929738853,engenharia mecânica,Julienne,masculino,03/09/1997,1.89,95,6.36,23,9258.34
5048376985655551,engenharia de petróleo,Arnoldo,feminino,10/01/1998,1.62,91,6.43,16,20418.25
5108751341561312,engenharia naval,Meggy,masculino,08/05/1995,1.61,62,5.59,9,1942.69
5048370495032344,engenharia naval,Netty,feminino,16/05/2001,1.98,111,1.52,25,3610.59
5108750531085355,engenharia de petróleo,Kath,masculino,30/07/1999,1.63,50,0.52,2,6636.79
5108757802895511,engenharia civil,Nicoline,feminino,27/02/1996,1.78,48,6.38,5,37223.88
5108753306057948,engenharia civil,Dory,masculino,11/02/1995,1.51,65,3.06,27,44330.26
5048376556656335,engenharia civil,Rosene,feminino,02/04/1996,1.79,69,2.15,21,8850.94
5048377012646043,engenharia civil,Umberto,masculino,22/08/1997,2.09,47,6.57,7,17107.97
5108755075806066,engenharia civil,Rubetta,masculino,14/08/1995,2.09,51,2.04,23,934.18
5048372769316163,engenharia civil,Manya,feminino,06/07/2002,1.99,48,7.38,19,17770.21
5108752078207715,engenharia de produção,Lane,masculino,21/08/1995,1.89,73,6.9,17,19985.6
5108755390524360,engenharia de produção,Jedediah,masculino,25/12/1995,2.01,84,0.89,21,5358.35
5048373960129074,engenharia civil,Oby,masculino,27/10/1999,1.94,99,5.74,1,25488.21
5048371082467935,engenharia de produção,Burtie,feminino,09/04/1999,2.1,83,10.0,11,35868.01
5048374394151981,engenharia mecânica,Ezmeralda,feminino,26/10/1997,1.51,70,6.89,31,4091.26
5108750066920984,engenharia mecânica,Eada,feminino,04/01/1997,1.72,95,9.0,23,29791.69
5108755014567829,engenharia civil,Hilly,feminino,22/03/2002,1.9,61,9.08,16,44498.61
5048377940905396,engenharia de produção,Carol,feminino,28/06/1998,1.52,102,2.22,18,26730.21
5048371426989081,engenharia de produção,Estell,masculino,12/07/1995,1.68,68,9.52,1,28361.16
5048376377120354,engenharia civil,Rafaelia,masculino,29/03/1999,1.87,60,4.81,6,6346.55
5048375483833587,engenharia mecânica,Tish,feminino,11/02/1995,1.88,101,2.81,18,8935.54
5048378563519779,engenharia mecânica,Carce,feminino,31/08/2000,1.84,75,6.24,5,1410.84
5108753361586773,engenharia de produção,Benita,masculino,20/05/1997,1.55,94,2.14,1,5389.09
5048373947378414,engenharia mecânica,Donia,feminino,31/03/2001,1.88,52,3.78,1,3055.8
5048375396890708,engenharia de produção,Agosto,masculino,19/05/1999,1.8,60,4.82,25,2860.68
5048379036213099,engenharia de produção,Marietta,masculino,07/08/2002,1.85,82,5.02,1,40465.68
5048370632345450,engenharia de produção,Modestia,masculino,16/12/1998,2.06,81,4.5,17,24018.42
5048376294620098,engenharia mecânica,Luciana,masculino,04/08/1998,2.07,52,7.61,13,12165.85
5048374302320181,engenharia de produção,Urbanus,masculino,28/03/2000,2.01,70,1.69,12,3054.45
5048375253844038,engenharia naval,Rosaline,feminino,18/10/1996,1.9,86,1.01,29,17170.87
5048377196126135,engenharia de produção,Vale,feminino,13/10/1998,2.03,93,8.62,17,23815.48
5048375553914226,engenharia naval,Dyanna,masculino,20/08/1997,1.73,54,4.37,16,23653.94
5108755069804424,engenharia civil,Drucie,feminino,04/06/1999,1.61,112,2.59,7,43879.63
5108750602202251,engenharia mecânica,Betteanne,masculino,26/07/1997,1.98,99,9.81,25,23280.63
5108751522611068,engenharia de produção,Mariquilla,masculino,11/02/1996,1.83,63,8.78,2,8237.22
5108756876250967,engenharia naval,Lyndsey,masculino,27/07/2000,1.67,83,6.88,0,24497.47
5048373739084576,engenharia de petróleo,Mathilda,feminino,04/05/1996,1.9,56,0.16,23,5194.17
5048377187554055,engenharia civil,Cart,masculino,13/10/1995,1.62,72,7.16,12,34871.8
5048376924091470,engenharia mecânica,Alric,feminino,01/01/1995,1.63,57,2.3,24,3682.34
5108752410829309,engenharia de produção,Talbot,masculino,23/04/2000,1.53,50,6.25,4,40274.4
5048370232086751,engenharia mecânica,Violante,feminino,06/11/2000,1.51,106,0.08,12,6321.79
5108756283939541,engenharia mecânica,Vannie,feminino,28/01/1996,1.81,90,8.85,28,2288.24
5108755314630996,engenharia naval,Richmond,feminino,24/03/1999,1.69,82,9.32,5,13845.96
5048377945257124,engenharia de petróleo,Nicolai,feminino,03/10/1996,1.6,97,5.09,21,36266.53
5048376419472391,engenharia mecânica,Loydie,feminino,18/07/2002,1.7,102,4.74,21,2260.72
5048376580005780,engenharia naval,Rene,feminino,04/06/2001,1.92,54,5.62,4,7914.77
5048378115131164,engenharia naval,Ofelia,masculino,18/09/2000,2.06,46,0.26,9,43081.07
5108750095091567,engenharia de produção,Anabelle,feminino,16/08/2000,1.77,117,0.64,32,34576.63
5108758544211702,engenharia naval,Garrick,feminino,17/02/2001,1.92,79,9.43,14,29602.45
5048372028096358,engenharia mecânica,Giuseppe,masculino,01/03/2000,1.63,100,6.91,19,20487.16
5048372544748243,engenharia naval,Sandie,masculino,02/02/1996,1.85,52,6.06,26,22466.76
5108756993021614,engenharia de petróleo,Hyacintha,masculino,05/03/1998,1.71,56,5.22,7,34640.4
5108751460420928,engenharia de petróleo,Sara-ann,masculino,01/11/1997,1.96,95,4.53,30,11373.89
5048376910357943,engenharia de produção,Gael,feminino,11/01/1998,2.0,100,3.94,8,43760.33
5048377279233881,engenharia de petróleo,Emelda,masculino,30/08/1997,1.67,110,2.67,6,33386.88
5108757433090581,engenharia civil,Marlin,feminino,21/10/1997,1.85,111,8.8,12,27430.26
5048372887001713,engenharia civil,Land,feminino,29/05/2001,1.52,85,4.53,9,31333.67
5048377003111346,engenharia naval,Torrin,masculino,10/01/1998,1.94,101,0.8,12,6712.04
5048372283067250,engenharia civil,Marieann,masculino,02/05/2001,1.99,92,6.8,22,44251.27
5108756781157398,engenharia de produção,Eunice,masculino,14/07/1998,2.05,64,4.32,11,7931.05
5108752393424086,engenharia de petróleo,Gypsy,feminino,21/05/2000,2.04,86,6.88,5,30682.56
5048374016768337,engenharia naval,Janine,masculino,02/07/2002,2.09,81,7.43,8,27094.09
5048374057853527,engenharia de produção,Pat,feminino,16/09/1999,1.98,69,1.21,31,38914.97
5048375103295332,engenharia de petróleo,Sibby,feminino,06/02/2000,1.96,82,4.46,27,14758.54
5108758316773236,engenharia civil,Price,feminino,11/12/1998,1.55,60,6.77,19,29856.7
5108751277002505,engenharia naval,Dal,masculino,15/03/1997,2.06,51,3.23,19,1433.97
5108754349604571,engenharia de petróleo,Olivero,feminino,14/08/1996,2.01,111,6.22,25,6611.83
5108759721937697,engenharia de produção,Nat,masculino,23/05/1997,1.96,55,2.08,18,42120.93
5108753003568841,engenharia de produção,Aguistin,masculino,23/12/1995,1.74,45,7.59,23,38923.92
5108754936029695,engenharia mecânica,Caren,masculino,17/02/1998,1.9,63,8.24,13,9778.51
5048378516026922,engenharia civil,Tades,feminino,11/05/1999,2.04,67,4.71,6,43286.97
5048375633890750,engenharia civil,Niel,masculino,19/06/1999,1.58,52,1.19,29,7117.51
5048379131182876,engenharia de produção,Jessica,feminino,20/04/2001,1.62,82,1.97,3,26001.49
5108756090661841,engenharia civil,Modestia,feminino,26/08/1999,1.6,91,1.79,25,37517.07
5108752951829825,engenharia civil,Olivero,feminino,16/09/1999,1.89,111,6.78,20,8135.18
5048374866273610,engenharia naval,Uri,masculino,17/12/1996,2.04,86,5.73,22,19047.13
5108756077115340,engenharia de produção,Henka,masculino,30/03/1995,1.68,95,9.02,31,27984.68
5048379109394990,engenharia de produção,Ansell,masculino,06/12/2000,1.54,111,4.98,31,16813.98
5048372017694007,engenharia naval,Emmett,feminino,17/05/2002,1.59,104,2.71,17,5239.02
5048379089860036,engenharia civil,Salim,feminino,27/12/1996,1.54,49,1.98,4,28282.49
5108758637363709,engenharia mecânica,Silvano,masculino,27/06/2001,1.88,45,4.18,29,11981.99
5048377326072498,engenharia naval,Abran,feminino,13/07/1997,1.99,105,5.57,9,10759.42
5108755488158253,engenharia de petróleo,Adriane,feminino,30/10/2002,1.55,45,9.6,8,8546.22
5048371516262050,engenharia civil,Hanna,masculino,21/04/1995,1.67,56,5.83,22,44595.23
5048370778848846,engenharia naval,Gibby,feminino,02/08/2002,1.74,103,5.43,13,42424.04
5108756198011824,engenharia naval,Corrie,masculino,25/11/1995,2.03,93,0.33,0,4903.98
5108754251855864,engenharia de petróleo,Glennis,feminino,07/05/2001,1.88,69,4.86,16,19929.7
5048375924905432,engenharia de produção,Zebulen,masculino,08/09/1996,2.03,71,4.03,27,26992.12
5048373351236066,engenharia mecânica,Bill,feminino,23/03/1999,1.68,45,7.99,27,43089.99
5048377570285846,engenharia civil,Karoly,masculino,07/07/1995,1.69,70,1.27,3,1038.93
5048376063970435,engenharia mecânica,Jasun,feminino,24/12/2000,1.86,45,2.3,23,18443.18
5108757837395073,engenharia de produção,Costa,masculino,16/11/1998,1.94,84,0.35,29,32742.97
5048375315706217,engenharia naval,Thia,masculino,26/02/1995,1.69,77,9.91,23,18545.94
5048377649485872,engenharia de produção,Rheba,feminino,23/12/1998,1.54,69,2.48,20,14844.03
5048377674906628,engenharia civil,Wilie,masculino,29/07/2000,1.97,53,1.37,19,13754.39
5048375710418400,engenharia mecânica,Glynn,masculino,05/10/1997,1.53,46,4.58,1,9722.07
5108756010604749,engenharia de petróleo,Yevette,masculino,19/07/2001,1.95,70,4.58,4,36722.85
5048376191961710,engenharia mecânica,Myrta,masculino,10/03/1998,2.08,76,9.11,24,12191.94
5048379589790303,engenharia naval,Megan,feminino,30/11/1998,1.61,49,7.95,0,44546.07
5108759613765271,engenharia civil,Jessa,masculino,06/09/1999,1.73,52,2.1,1,2124.73
5048376913387087,engenharia naval,Bernelle,feminino,25/01/2002,1.64,62,3.38,3,31281.74
5108752321610327,engenharia naval,Fred,masculino,04/07/1997,1.99,66,7.52,10,43438.08
5048378635973681,engenharia de produção,Leelah,feminino,14/08/1999,1.62,83,3.83,3,27743.19
5108759583653861,engenharia de produção,Lorena,masculino,06/01/2000,1.62,84,7.52,1,12149.53
5108751584232217,engenharia de petróleo,Lorie,feminino,28/10/2001,1.98,117,3.22,12,42844.9
5048372491320012,engenharia de produção,Haslett,feminino,27/12/1995,1.64,89,4.74,12,32837.81
5048372089135632,engenharia mecânica,Chantalle,masculino,05/12/1999,1.61,107,1.96,0,33438.91
5108750875777765,engenharia de produção,Thornton,masculino,28/04/1998,1.88,101,8.64,15,2529.89
5048376992340551,engenharia de produção,Phedra,masculino,16/01/2002,1.74,116,9.18,1,33168.17
5048379920183580,engenharia de produção,Danica,masculino,03/03/2001,1.75,84,9.95,15,4572.35
5108758405810634,engenharia de petróleo,Karlan,masculino,05/02/1998,2.1,120,0.25,5,15970.42
5108755599806113,engenharia mecânica,Rafe,feminino,27/06/1997,2.0,71,3.29,0,35235.45
5048374779310731,engenharia civil,Lock,masculino,08/11/2000,2.08,62,0.86,3,43506.33
5048379054034427,engenharia naval,Jeremy,masculino,06/01/2000,1.75,70,0.94,27,25087.89
5108750815373220,engenharia civil,Nehemiah,feminino,30/12/1999,1.85,60,2.82,22,23584.04
5108754903079772,engenharia de produção,Rees,feminino,27/07/2000,1.97,69,4.23,29,1716.39
5048371333852455,engenharia naval,Devonna,masculino,07/06/1996,1.59,112,6.35,10,21567.0
5048379562931452,engenharia de produção,Loy,feminino,16/03/2000,1.53,68,8.3,12,2897.37
5048377188679828,engenharia naval,Clayton,feminino,09/11/2000,1.54,58,2.75,15,13373.91
5048372061791444,engenharia mecânica,Melodee,masculino,11/06/1998,1.96,51,5.51,7,19286.23
5108758037125559,engenharia mecânica,Celisse,feminino,21/02/2001,1.54,94,9.17,26,38066.12
5048375135054970,engenharia civil,Daria,masculino,02/08/1995,1.66,106,3.68,9,36086.65
